Date,LCRX,AMAT,LCRX % Change,AMAT % Change,AMAT Volume,LCRX Volume
2015-03-11,6.79997,21.0967,,,18052192.76,16066168.69
2015-03-12,6.75224,21.7507,-0.007019149,0.031000109,15923977.49,24276501.85
2015-03-13,6.83813,21.8014,0.012720223,0.002330959,16491507.6,21046696.44
2015-03-16,6.94067,22.0992,0.014995328,0.013659673,14389990.92,11506930.21
2015-03-17,6.86151,21.7677,-0.011405239,-0.015000543,14422453.17,10937134.9
2015-03-18,6.73204,21.9135,-0.018869024,0.006697997,25588803.91,54751353.11
2015-03-19,6.85878,21.6636,0.018826388,-0.011403929,10781599.32,27653638.43
2015-03-20,6.88323,21.6993,0.003564774,0.001647926,19283817.64,30016698.28
2015-03-23,6.81366,21.5612,-0.010107174,-0.006364261,12717476.15,15322607.91
2015-03-24,6.84259,21.4978,0.004245883,-0.002940467,13156475.05,19444490.44
2015-03-25,6.32026,20.3562,-0.07633513,-0.053103108,28611454.63,50180561.87
2015-03-26,6.1813,20.1468,-0.021986437,-0.010286792,38542175.86,59407300.87
2015-03-27,6.25894,20.5369,0.012560465,0.019362876,22396955.02,39328604.1
2015-03-30,6.27153,20.4843,0.002011523,-0.002561243,21521177.65,23978366.44
2015-03-31,6.10202,20.2927,-0.027028492,-0.009353505,15281811.01,49440814.23
2015-04-01,6.10406,20.1379,0.000334316,-0.007628359,17848196.04,30204335.3
2015-04-02,6.14694,20.0346,0.007024833,-0.005129631,10317473.47,24903813.62
2015-04-06,6.2857,19.9334,0.022573833,-0.005051261,35813120.96,31958520.39
2015-04-07,6.18305,19.7815,-0.016330719,-0.007620376,32008848.7,40926203.43
2015-04-08,6.32742,20.1289,0.023349318,0.017561863,20061436.56,25021237.48
2015-04-09,6.35518,20.248,0.004387254,0.005916866,15969749.23,15914086.55
2015-04-10,6.35071,20.2411,-0.000703363,-0.000340774,13389706.12,13810113.58
2015-04-13,6.31599,20.0862,-0.005467105,-0.007652746,9903818.129,14385638.89
2015-04-14,6.25524,19.9592,-0.009618445,-0.006322749,13738437.98,23346437.68
2015-04-15,6.29163,20.2828,0.005817523,0.016213075,16675302.82,28550054.28
2015-04-16,6.2369,19.6822,-0.008698859,-0.029611296,36909333.69,28228380.51
2015-04-17,6.13888,19.3318,-0.015716141,-0.017802888,23009826.69,22107963.27
2015-04-20,6.25437,19.574,0.018812878,0.01252858,14857813.13,33293106.34
2015-04-21,6.76262,20.0525,0.081263181,0.024445693,33381884.12,117193227
2015-04-22,6.80792,20.0684,0.006698587,0.000792919,12815829.03,32725145.46
2015-04-23,6.69663,19.9423,-0.016347137,-0.00628351,10327703.17,27725005.84
2015-04-24,6.66346,19.6098,-0.004953238,-0.016673102,15882717.13,33999432.4
2015-04-27,6.63143,17.9632,-0.004806812,-0.08396822,243918841.8,28580239.86
2015-04-28,6.63657,18.0286,0.000775097,0.003640777,61921971.58,19883083.09
2015-04-29,6.63573,18.0009,-0.000126571,-0.001536448,34766809.53,20678347.87
2015-04-30,6.56624,17.8024,-0.010472096,-0.011027226,36907787.25,18857432.98
2015-05-01,6.70965,17.9729,0.021840505,0.00957736,30399922.53,17080214.51
2015-05-04,6.68004,17.8847,-0.004413047,-0.004907388,16455933.33,12774229.84
2015-05-05,6.56786,17.4142,-0.016793313,-0.026307402,30930523.34,20097071.94
2015-05-06,6.53305,17.4876,-0.005300052,0.004214951,27152442.93,17578714.56
2015-05-07,6.55497,17.5949,0.003355248,0.006135776,15947376.66,19850011.89
2015-05-08,6.69141,17.713,0.020814741,0.006712172,17403638,16663562.83
2015-05-11,6.7862,17.9165,0.014165923,0.011488737,20940773.26,22424494.46
2015-05-12,6.67219,17.8915,-0.016800271,-0.001395362,16975215.38,16477523.21
2015-05-13,6.71063,17.9253,0.005761227,0.001889165,26470398.32,15965471.08
2015-05-14,6.79804,17.8648,0.013025603,-0.003375118,34346930.13,19328200.21
2015-05-15,6.83977,18.1686,0.006138534,0.017005508,61587423.69,15397097.97
2015-05-18,6.90362,18.1596,0.009335109,-0.00049536,27071151.31,14998718.41
2015-05-19,7.01791,18.0723,0.016555083,-0.004807375,24396489.96,28084522.37
2015-05-20,6.98134,17.9999,-0.005210953,-0.004006131,19464422.24,16409845.26
2015-05-21,7.05704,18.2151,0.010843191,0.011955622,13075825.18,13561497.36
2015-05-22,7.044,18.2063,-0.0018478,-0.000483116,14664730.18,18249671.23
2015-05-26,6.98562,18.0723,-0.008287905,-0.00736009,16721976.23,16954566.65
2015-05-27,7.18152,18.3899,0.028043323,0.017573856,18184566.42,30271075.42
2015-05-28,7.15716,18.4068,-0.00339204,0.000918983,20441799.51,14498744.64
2015-05-29,7.14562,18.1964,-0.001612371,-0.011430558,19753003.94,22659300.96
2015-06-01,7.24477,18.3621,0.013875633,0.009106197,13096716.8,34228292.47
2015-06-02,7.23527,18.4206,-0.001311291,0.00318591,17647975.27,24470683.03
2015-06-03,7.25584,18.4068,0.002843018,-0.000749161,10103655.06,25025802.93
2015-06-04,7.2083,18.1337,-0.006551964,-0.014836908,19562299.6,16713040.8
2015-06-05,7.24915,18.2151,0.005667078,0.00448888,14139632.09,12503703.57
2015-06-08,7.17162,17.9622,-0.010695047,-0.013884085,16704839.41,16272191.19
2015-06-09,7.14784,17.9999,-0.003315848,0.002098852,14071190.58,22319159.26
2015-06-10,7.20549,18.115,0.008065374,0.00639448,15753489.76,13445928.53
2015-06-11,7.19703,17.8828,-0.001174105,-0.012818107,18347550.61,11843145.41
2015-06-12,7.10244,17.7387,-0.013142921,-0.008058022,13506790.63,11985055.76
2015-06-15,7.08516,17.8191,-0.002432967,0.004532463,17323963.36,28076081.95
2015-06-16,7.19782,17.9155,0.015900841,0.005409925,12759459.86,16274479.07
2015-06-17,7.17162,17.6643,-0.003639991,-0.014021378,20441043.92,21588058.15
2015-06-18,7.3126,17.9332,0.019658041,0.015222794,17785014.45,17338796.4
2015-06-19,7.25682,17.8261,-0.00762793,-0.005972163,18776036.71,20748540.42
2015-06-22,7.29533,17.9522,0.005306732,0.007073897,14640613.71,12849853.53
2015-06-23,7.30502,18.0474,0.001328247,0.005302971,12195846.73,13808866.58
2015-06-24,7.25506,18.1686,-0.006839133,0.006715649,21232621.14,12511515.34
2015-06-25,7.30069,18.1337,0.006289404,-0.001920896,11862024.21,16725211.91
2015-06-26,7.2246,17.8828,-0.010422303,-0.013836117,18882119.79,35662782.49
2015-06-29,6.99279,17.3645,-0.032086205,-0.028983157,22177732.62,19366506.73
2015-06-30,7.09303,17.3735,0.014334765,0.000518299,17634936.77,19584700.34
2015-07-01,7.17356,17.6356,0.011353399,0.015086194,14448804.18,21144188.96
2015-07-02,7.25682,17.7288,0.011606511,0.005284765,10029542.58,17442008.62
2015-07-06,7.0748,17.4191,-0.025082612,-0.017468751,12786230.99,35153574.76
2015-07-07,6.9892,17.3298,-0.012099282,-0.005126556,23222844.17,32850566.59
2015-07-08,6.79649,16.771,-0.02757254,-0.032245035,20993910.51,26469248.66
2015-07-09,6.76865,16.7442,-0.004096232,-0.001597997,15723444.4,21218771.76
2015-07-10,6.84733,16.9685,0.011624179,0.013395683,20326001.52,20938908.47
2015-07-13,6.91146,17.4568,0.009365694,0.028776851,24293727.45,25460005.32
2015-07-14,6.9623,17.0766,0.007355899,-0.021779478,30738297.74,44350138.48
2015-07-15,6.93117,16.7898,-0.004471224,-0.016794912,24901410.73,22991527.83
2015-07-16,6.74428,16.1556,-0.026963702,-0.037772934,35759188.82,44464068.69
2015-07-17,6.73653,16.0662,-0.001149122,-0.005533685,14808310.78,19053407.36
2015-07-20,6.72072,16.0662,-0.002346906,0,13996049.48,11127193.77
2015-07-21,6.74594,16.1179,0.003752574,0.003217936,10427431.23,14535804.16
2015-07-22,6.66841,15.8111,-0.011492839,-0.019034738,13313874.92,16282496.95
2015-07-23,6.71555,16.0195,0.007069151,0.013180614,14823244.3,14225013.27
2015-07-24,6.57864,15.7029,-0.020387012,-0.019763413,16191133.63,19556895.39
2015-07-27,6.57864,15.7118,0,0.000566774,20396906.27,17814778.36
2015-07-28,6.77923,15.9283,0.030491105,0.013779452,15560615.36,26643580.94
2015-07-29,6.77204,15.8637,-0.001060592,-0.004055674,13178142.4,34151937.07
2015-07-30,6.85072,15.8836,0.01161836,0.001254436,13642184.64,38923433.04
2015-07-31,6.70245,15.694,-0.021642981,-0.011936841,17787892.75,28830700.81
2015-08-03,6.60389,15.5143,-0.014705071,-0.011450236,14108345.55,30356376.22
2015-08-04,6.37267,15.2146,-0.035012697,-0.019317662,18860214.68,40225143.62
2015-08-05,6.45666,15.3952,0.013179719,0.011870177,14721035.89,25393471.32
2015-08-06,6.32326,15.2305,-0.020660837,-0.01069814,14201757.87,22385363.48
2015-08-07,6.31433,15.3476,-0.001412246,0.00768852,15011627.46,20251936.64
2015-08-10,6.528,15.9104,0.033838903,0.036670229,16129633.49,23759121.64
2015-08-11,6.36517,15.6771,-0.024943321,-0.014663365,22315917.28,23348004.16
2015-08-12,6.33092,15.6394,-0.005380846,-0.002404781,16242572.31,28618536.07
2015-08-13,6.27853,15.4131,-0.008275259,-0.014469865,19107775.81,21893149.95
2015-08-14,6.33986,15.0428,0.00976821,-0.024025018,47238591.37,44301227.33
2015-08-17,6.48637,15.3952,0.023109343,0.02342649,16146111.43,22725783.43
2015-08-18,6.30143,15.032,-0.028512095,-0.023591769,16809749.82,22607658.78
2015-08-19,6.31356,14.9506,0.00192496,-0.005415114,15378520.73,21882782.35
2015-08-20,6.19246,14.5316,-0.019180938,-0.028025631,14174819.5,29666807.33
2015-08-21,6.08154,14.076,-0.017912106,-0.031352363,21356468.69,33440097.44
2015-08-24,5.86991,13.7327,-0.034798752,-0.024389031,37460655.86,36831188.03
2015-08-25,5.8769,13.4943,0.001190819,-0.017360024,28827226.49,40185012.98
2015-08-26,6.16898,13.8567,0.049699672,0.026855784,42507299.53,31611947.89
2015-08-27,6.37439,14.4939,0.033297239,0.045984975,23927730.82,35167312.34
2015-08-28,6.35819,14.5406,-0.00254142,0.003222045,12155373.2,18403113.73
2015-08-31,6.3448,14.622,-0.002105945,0.005598118,17737986.41,13556334.17
2015-09-01,6.06497,14.086,-0.044103833,-0.036657092,19717404.48,22801458.65
2015-09-02,6.19915,14.2597,0.02212377,0.012331393,14446110.24,13864868.09
2015-09-03,6.25601,14.3322,0.009172225,0.005084258,14626123.47,18147365.93
2015-09-04,6.10716,13.9956,-0.023793121,-0.023485578,16808868.29,21478353.31
2015-09-08,6.35945,14.3063,0.041310527,0.022199834,16423876.08,20908496.16
2015-09-09,6.18053,14.0573,-0.028134508,-0.01740492,16983170.25,21860985.67
2015-09-10,6.29539,14.1484,0.018584167,0.006480619,16961358.83,20447055.64
2015-09-11,6.2893,14.095,-0.000967375,-0.003774278,11548573.46,17402248.98
2015-09-14,6.34801,14.1862,0.009334902,0.00647038,11163358.6,20722301.95
2015-09-15,6.48095,14.4751,0.020941996,0.020364862,14404209.15,16722398.43
2015-09-16,6.54575,14.7044,0.009998534,0.015840996,13254716.1,12986858.34
2015-09-17,6.36032,14.5684,-0.028328305,-0.009248932,17222771.47,19875817.52
2015-09-18,6.23594,14.485,-0.01955562,-0.005724719,26527915.99,22561087.04
2015-09-21,5.95996,14.222,-0.044256359,-0.018156714,16164351.42,41138522.75
2015-09-22,5.74746,13.7327,-0.035654602,-0.034404444,21298957.07,46220871.44
2015-09-23,5.57669,13.2801,-0.029712256,-0.032957831,18525643.62,37864649.91
2015-09-24,5.5502,13.3575,-0.00475013,0.005828269,21859973.98,49761137.94
2015-09-25,5.52302,13.2751,-0.004897121,-0.006168819,19315028.62,38224990.9
2015-09-28,5.40833,13.0696,-0.020765813,-0.015480109,32551561.15,27559845.69
2015-09-29,5.50392,13.2314,0.017674587,0.012379874,18838652.1,35794655.03
2015-09-30,5.72019,13.3575,0.039293812,0.00953036,24595562.23,29445686.89
2015-10-01,5.64209,13.3395,-0.013653393,-0.001347558,19305246.22,36305140.68
2015-10-02,5.75095,13.5847,0.019294269,0.018381499,15820152.11,26409949.3
2015-10-05,5.72796,13.7327,-0.0039976,0.010894609,25696290.39,29596377.75
2015-10-06,5.71311,13.8567,-0.002592546,0.009029543,15030033.68,24772188.42
2015-10-07,5.82791,13.9956,0.020094134,0.010024032,19157419.2,28778491.82
2015-10-08,5.8934,14.2508,0.011237305,0.018234302,12534430.49,15965460.78
2015-10-09,5.81997,14.2308,-0.012459701,-0.00140343,16391876.26,13485935.51
2015-10-12,5.8209,14.1862,0.000159795,-0.003134047,9428733.171,9008566.003
2015-10-13,5.65868,13.7684,-0.027868543,-0.029451157,19548932.67,19398629.8
2015-10-14,5.89165,14.0393,0.041170379,0.019675489,22338850,41282597.31
2015-10-15,5.90659,14.2965,0.002535792,0.018320002,27767468.54,27745091.77
2015-10-16,5.97841,14.3956,0.0121593,0.006931767,17502988.26,25078300.49
2015-10-19,5.92222,14.3719,-0.00939882,-0.001646336,12109905.71,17255793.79
2015-10-20,6.13152,14.7223,0.035341477,0.02438091,21242062.01,62641805.7
2015-10-21,6.19799,14.612,0.010840705,-0.007492036,23000265.93,213654258.6
2015-10-22,6.3577,14.7411,0.025768031,0.008835204,35159046.35,82017783.43
2015-10-23,6.52896,14.9506,0.026937414,0.014211965,16611699.11,63076028.71
2015-10-26,6.57281,14.8502,0.00671623,-0.00671545,12180116.32,40195164.15
2015-10-27,6.57564,14.7947,0.000430562,-0.003737323,15945074.62,36164673.13
2015-10-28,6.63153,15.0408,0.008499553,0.016634335,14884551.01,42748890.92
2015-10-29,6.64027,15.2215,0.001317946,0.012013989,16284437.14,27259710.96
2015-10-30,6.70615,15.2483,0.009921283,0.001760667,11844277.88,25701860.96
2015-11-02,6.70702,15.3575,0.000129732,0.007161454,8605517.806,30704783.14
2015-11-03,6.68422,15.4608,-0.003399423,0.006726355,10805221.14,32327981.98
2015-11-04,6.74293,15.3406,0.008783373,-0.007774501,12277945.32,30186217.77
2015-11-05,6.74797,15.285,0.00074745,-0.003624369,10644310.29,36286858.25
2015-11-06,6.73322,15.5063,-0.002185843,0.014478247,12247310.6,26978734.65
2015-11-09,6.74196,15.285,0.001298042,-0.014271619,14178802.99,28236233.5
2015-11-10,6.69121,15.2394,-0.007527485,-0.002983317,10339041.08,24795025.99
2015-11-11,6.72614,15.2672,0.005220282,0.001824219,7763162.794,16432559.16
2015-11-12,6.60553,15.032,-0.017931533,-0.015405575,20593514.3,22364628.29
2015-11-13,6.61678,15.6791,0.001703118,0.043048164,22076425.88,33684024.53
2015-11-16,6.77785,16.1327,0.024342656,0.028930232,17451634.21,23445105.06
2015-11-17,6.80852,16.2955,0.004525034,0.010091305,17081308.54,22548544.93
2015-11-18,6.86724,16.5784,0.008624488,0.017360621,13900495.32,17385089.89
2015-11-19,6.82251,16.6459,-0.006513534,0.004071563,14186185.62,24281098.22
2015-11-20,6.86277,16.626,0.005901054,-0.00119549,14927161.36,18374175.15
2015-11-23,6.74109,16.5784,-0.01773045,-0.002862986,8885263.115,20094134.8
2015-11-24,6.76738,16.8097,0.003899963,0.013951889,11253059.45,16585610.04
2015-11-25,6.76651,16.8712,-0.000128558,0.003658602,13512637.9,12475187.53
2015-11-27,6.79707,17.0299,0.004516361,0.009406563,5480723.156,5276529.867
2015-11-30,6.84713,17.166,0.007364938,0.007991826,13040804,17968705.23
2015-12-01,6.96882,17.5422,0.01777241,0.021915414,18891437.75,23788750.71
2015-12-02,6.88642,17.4946,-0.011824096,-0.002713457,11677665.83,23544060.99
2015-12-03,6.69295,17.157,-0.028094424,-0.019297383,16505944.45,26424820.52
2015-12-04,6.80154,17.4022,0.016224535,0.014291543,13412477.65,26025090.9
2015-12-07,6.84646,17.2951,0.006604387,-0.006154394,15167724.69,20150795.88
2015-12-08,7.06692,17.3298,0.032200582,0.002006349,11635857.42,51233326.44
2015-12-09,6.88401,17.4022,-0.025882563,0.004177775,15257826.51,27223815.99
2015-12-10,7.03442,17.1481,0.021849184,-0.014601602,14773853.77,26452460.57
2015-12-11,6.93427,16.755,-0.014237137,-0.022923822,15203373.52,24769849.01
2015-12-14,6.81735,16.5069,-0.016861184,-0.01480752,18939057.17,22214380.57
2015-12-15,7.02557,16.8791,0.03054266,0.022548147,18401353.79,26843863.13
2015-12-16,7.05382,16.9158,0.004021026,0.002174287,16329106.73,20804954.17
2015-12-17,6.9174,16.5159,-0.019339875,-0.02364062,14735036.5,17482891.58
2015-12-18,6.77155,16.5526,-0.021084512,0.002222101,32798178.29,38789602.41
2015-12-21,6.92186,16.9358,0.022197281,0.023150442,10468179.8,18505676.68
2015-12-22,7.04849,17.152,0.018294216,0.012765857,10430416.32,16909077.02
2015-12-23,7.06855,17.4578,0.002846,0.017828825,16599524,11837673.05
2015-12-24,7.06605,17.4757,-0.000353679,0.00102533,3515817.49,4874069.224
2015-12-28,7.03442,17.3745,-0.004476334,-0.005790898,8859660.639,12348354.51
2015-12-29,7.09749,17.6107,0.008965913,0.013594636,11897517.89,15228743.03
2015-12-30,7.04663,17.3397,-0.007165914,-0.015388372,5785929.898,6512190.81
2015-12-31,6.98085,17.0736,-0.009334959,-0.015346286,7877038.554,9692332.744
2016-01-04,6.8322,16.8871,-0.021293968,-0.010923297,13446970.92,23816988.5
2016-01-05,6.86917,16.907,0.005411141,0.001178414,9090655.159,18273395.1
2016-01-06,6.46551,16.2141,-0.058764014,-0.040983025,29145117.1,49288051.91
2016-01-07,6.30317,15.7387,-0.025108615,-0.02932016,16850834.88,32982099.04
2016-01-08,6.19487,15.3525,-0.017181831,-0.02453824,30651442.96,43063762.88
2016-01-11,6.23622,15.2533,0.006674878,-0.006461488,25601287.3,33952716.38
2016-01-12,6.2793,15.3178,0.006908031,0.004228593,13862692.55,22579482.83
2016-01-13,6.07225,14.8145,-0.032973421,-0.032857199,25946778.17,33794533.23
2016-01-14,6.32433,15.3724,0.041513442,0.03765905,21099465.69,44594323.22
2016-01-15,5.97336,14.7054,-0.055495207,-0.043389451,24572319.22,60913704.5
2016-01-19,5.92958,15.0438,-0.007329208,0.023011955,23480881.83,33127317.54
2016-01-20,6.11512,14.9703,0.03129058,-0.004885734,29776073.62,38609303.09
2016-01-21,5.98762,15.3724,-0.020849959,0.026859849,17524577.04,35134931.63
2016-01-22,6.0403,15.5907,0.008798154,0.014200775,14524501.39,20622964.7
2016-01-25,5.97714,15.4667,-0.010456434,-0.007953459,9544371.978,24595836.21
2016-01-26,6.04196,15.8647,0.010844651,0.025732703,16841406.1,15532484.77
2016-01-27,5.9331,15.6294,-0.018017332,-0.01483167,12868725.5,21491225.21
2016-01-28,6.10455,15.2533,0.028897204,-0.024063624,17398186.66,43284708.13
2016-01-29,6.31006,16.1466,0.033665053,0.058564376,15975894.71,38114894.43
2016-02-01,6.38294,16.1416,0.011549811,-0.000309663,8831040.833,23765232.96
2016-02-02,6.2011,15.5907,-0.028488439,-0.034129207,11572549.9,24702222.6
2016-02-03,6.27639,15.8121,0.012141394,0.014200774,9535070.138,28814747.49
2016-02-04,6.28192,16.0791,0.00088108,0.016885803,13044657.52,18557782.62
2016-02-05,6.06235,15.3724,-0.03495269,-0.043951465,15313799.75,25191746.32
2016-02-08,5.808,14.8046,-0.041955677,-0.036936327,15310557.76,21601661.76
2016-02-09,5.76416,14.7233,-0.007548209,-0.005491536,14003478.46,27404960.38
2016-02-10,5.75541,14.623,-0.001518001,-0.006812331,13028887.81,26532855.83
2016-02-11,5.64278,14.3053,-0.019569414,-0.021726048,11218059.43,30154135.93
2016-02-12,5.80538,14.6874,0.028815584,0.02671038,9087119.996,19501975.98
2016-02-16,5.94007,15.29,0.023200893,0.041028364,21630096.73,24662906.11
2016-02-17,6.08688,15.6761,0.024715197,0.025251799,12246802.84,23234475.88
2016-02-18,5.95658,15.7019,-0.021406698,0.001645818,12567740,21764214.56
2016-02-19,6.1324,16.8097,0.029516938,0.070551971,37315861.28,42349573.53
2016-02-22,6.18266,17.0012,0.008195812,0.011392232,15526130.14,27617815.6
2016-02-23,6.08505,17.0212,-0.015787703,0.001176388,12526055.51,18880033.51
2016-02-24,6.19487,17.1859,0.01804751,0.009676169,10960606.09,17444976.67
2016-02-25,6.36654,17.3675,0.027711639,0.010566802,10383984.7,28776286.38
2016-02-26,6.48784,17.4688,0.019052735,0.005832734,10924632.87,25379970.77
2016-02-29,6.44299,17.3497,-0.006912933,-0.00681787,9005781.032,21924232.13
2016-03-01,6.6423,17.8111,0.030934395,0.02659412,10415869.67,26548603.03
2016-03-02,6.55274,17.9175,-0.013483281,0.005973803,11700994.48,22600228.33
2016-03-03,6.58098,17.8847,0.004309648,-0.001830613,8310869.202,12351106.14
2016-03-04,6.53315,17.8281,-0.007267915,-0.003164716,9345640.225,14587611.23
2016-03-07,6.62273,17.8748,0.013711609,0.00261946,8089333.685,20924202.15
2016-03-08,6.47249,17.2683,-0.022685509,-0.03393045,12720215.42,24795407.3
2016-03-09,6.51384,17.6246,0.006388577,0.020633183,10289686.83,15710908.44
2016-03-10,6.63929,17.9949,0.019258993,0.021010406,16751213.61,33660661.37
2016-03-11,6.72215,18.4226,0.01248025,0.023767845,15448719.25,19650049.18
2016-03-14,6.78854,18.3075,0.009876304,-0.006247761,12503374.65,17703012.36
2016-03-15,6.80968,18.2985,0.003114072,-0.000491602,11098095.61,26600049.4
2016-03-16,6.86705,18.4365,0.008424772,0.007541602,15618978.28,26645796.68
2016-03-17,6.995,18.648,0.018632455,0.011471809,14672858.34,30160298.78
2016-03-18,7.00929,18.8395,0.002042888,0.010269198,21471620.9,30292748.44
2016-03-21,7.03936,19.0579,0.004290021,0.011592664,15183927.61,17604983.95
2016-03-22,7.07612,19.1046,0.005222066,0.002450427,8231559.253,16945373.91
2016-03-23,7.00366,18.648,-0.010240075,-0.023900003,13811527.89,22787669.54
2016-03-24,6.96154,18.5269,-0.006013998,-0.006493994,15344381.07,24436756.46
2016-03-28,6.98337,18.5706,0.0031358,0.002358732,5552745.169,13552314.92
2016-03-29,7.23168,18.9329,0.035557331,0.019509332,7843406.654,29871830.18
2016-03-30,7.25342,19.3458,0.003006217,0.021808598,12972845.06,24354547.39
2016-03-31,7.28962,19.4768,0.004990749,0.006771496,14762304.3,40629376.85
2016-04-01,7.31882,19.6951,0.004005696,0.011208207,12190558.6,22445435.77
2016-04-04,7.30398,19.4669,-0.002027649,-0.011586638,8140489.272,17908890.58
2016-04-05,7.20955,19.2634,-0.012928568,-0.010453642,8935471.694,16297141.44
2016-04-06,7.29155,19.3637,0.011373803,0.005206765,9056385.54,19706277.42
2016-04-07,7.16785,19.1234,-0.016964843,-0.012409818,8800189.512,22666298.57
2016-04-08,7.15929,19.1135,-0.001194221,-0.00051769,8372235.354,15273212.39
2016-04-11,7.18229,19.2534,0.003212609,0.007319434,14628953.41,15866412.09
2016-04-12,7.18404,19.2445,0.000243655,-0.000462256,8058744.302,22979418.56
2016-04-13,7.30823,19.593,0.01728693,0.01810907,8187032.726,23432057.96
2016-04-14,7.20237,19.7508,-0.014485039,0.008053897,18598152.24,26175225.25
2016-04-15,7.2051,19.7408,0.000379042,-0.000506309,12548431.1,27732766.08
2016-04-18,7.24207,19.8222,0.005131088,0.00412344,9716961.259,26672220.66
2016-04-19,7.30484,19.4916,0.008667411,-0.01667827,12838911.86,26368736.56
2016-04-20,7.29602,19.4381,-0.001207419,-0.002744772,14146690.33,34874638.99
2016-04-21,7.13272,19.2584,-0.022382066,-0.009244731,9210745.914,41321707.68
2016-04-22,7.11766,19.3994,-0.002111396,0.00732148,9354094.795,19684552.87
2016-04-25,7.07963,19.2534,-0.005343048,-0.007526006,7070367.629,19699568.37
2016-04-26,7.08235,19.5552,0.000384201,0.015675153,9902712.95,24751308.94
2016-04-27,7.14581,19.6951,0.008960303,0.007154107,9816124.133,36284395.18
2016-04-28,6.8972,19.1324,-0.034791017,-0.028570558,11300873.31,29406669.27
2016-04-29,6.74264,18.8207,-0.022409094,-0.016291735,15435623.33,46597567.67
2016-05-02,6.75933,18.6757,0.002475292,-0.007704283,12382804.35,35872947.91
2016-05-03,6.68354,18.4772,-0.01121265,-0.010628785,16767188.84,31769801.26
2016-05-04,6.61007,18.2519,-0.010992678,-0.012193406,12756748.8,27774597.17
2016-05-05,6.62336,18.2519,0.002010569,0,9342440.546,25711785.41
2016-05-06,6.61366,18.2708,-0.001464513,0.001035509,7134156.712,21146291.33
2016-05-09,6.58748,18.2897,-0.003958474,0.001034437,5769615.157,22916831.66
2016-05-10,6.70285,18.373,0.017513526,0.004554476,12311068.45,25551561.72
2016-05-11,6.67268,18.3998,-0.00450107,0.001458662,21469400.47,17296264.52
2016-05-12,6.61007,18.0513,-0.009383037,-0.018940423,11997664.04,22833736.3
2016-05-13,6.56069,18.0326,-0.00747042,-0.001035936,10613305.83,17711514.61
2016-05-16,6.48124,18.247,-0.012110007,0.011889578,7601199.151,40017276.39
2016-05-17,6.45503,18.0653,-0.004043979,-0.009957801,7521623.233,28704702.55
2016-05-18,6.52654,18.3174,0.011078182,0.01395493,10156607.95,20754280.73
2016-05-19,6.47065,18.2985,-0.008563496,-0.001031806,11491693.51,16310044.26
2016-05-20,6.76728,20.8347,0.045842381,0.138601525,56607351.7,32040430.59
2016-05-23,6.77973,21.058,0.001839735,0.010717697,25860269.95,30583803.79
2016-05-24,6.99696,21.6953,0.032041099,0.030264033,18822290.01,29775842.3
2016-05-25,7.11524,21.8481,0.016904484,0.007043,13973636.61,26791922.09
2016-05-26,7.15008,21.9155,0.004896532,0.003084936,12493623.49,16498783.99
2016-05-27,7.32223,22.5706,0.024076654,0.029892086,19212798.04,35617498.97
2016-05-31,7.30823,22.5519,-0.001911986,-0.000828511,17207470.23,21544372.03
2016-06-01,7.33649,22.5132,0.003866873,-0.001716042,10524076.47,19382707.39
2016-06-02,7.38239,22.6433,0.006256398,0.005778832,17066323.64,28752428.54
2016-06-03,7.33404,22.5232,-0.00654937,-0.005303997,16769259.16,16066014.1
2016-06-06,7.29135,22.3187,-0.005820803,-0.009079527,12597768.23,12756400.87
2016-06-07,7.3487,22.3187,0.007865484,0,10621217.38,13736087.28
2016-06-08,7.38585,22.3781,0.005055316,0.002661445,7896427.042,11237826.13
2016-06-09,7.40771,22.5519,0.002959714,0.007766522,11790050.56,14162374.85
2016-06-10,7.29583,22.2293,-0.015103183,-0.014304781,12759331.91,15084132.57
2016-06-13,7.26137,22.125,-0.004723246,-0.004692006,11138531.87,12611728.58
2016-06-14,7.26042,21.9255,-0.000130829,-0.009016949,14559967.87,13172537.26
2016-06-15,7.30552,21.8878,0.006211762,-0.001719459,14193132.03,15298090.5
2016-06-16,7.32223,21.8778,0.002287312,-0.000456876,13287775.77,11611121.47
2016-06-17,7.34171,21.6386,0.002660392,-0.010933458,20504685.91,20121259.57
2016-06-20,7.46503,21.8204,0.016797177,0.008401653,12554726.69,25727955.15
2016-06-21,7.49862,22.0059,0.004499647,0.008501219,8212083.116,11997113.5
2016-06-22,7.58712,22.135,0.011802172,0.005866609,10907478.92,21504117.72
2016-06-23,7.72199,22.6433,0.017776179,0.022963632,10542796.01,24650549.5
2016-06-24,7.28854,21.4511,-0.056131904,-0.052651336,31727448.14,44426061.04
2016-06-27,7.08235,20.5855,-0.028289616,-0.040352243,21059583.54,24226055.14
2016-06-28,7.23391,21.183,0.021399677,0.029025285,13033781.03,20692178.21
2016-06-29,7.28087,21.7547,0.006491648,0.026988623,12198661.56,37966790.32
2016-06-30,7.44565,22.125,0.022631911,0.017021609,9432507.101,28174213.42
2016-07-01,7.34968,22.0615,-0.012889405,-0.002870056,8778540.292,16136825
2016-07-05,7.25313,22.0149,-0.013136626,-0.002112277,8646267.381,15777679.48
2016-07-06,7.25943,22.1647,0.000868591,0.006804482,9944171.774,17251022.22
